split,policy,num_seeds,mean_initial_layout_score,std_initial_layout_score,mean_final_layout_score,std_final_layout_score,mean_layout_score_improvement,std_layout_score_improvement,mean_total_reward,std_total_reward,mean_episode_length,std_episode_length
test_unseen_size,fixed::compress_and_stabilize,5,0.5020521905632993,0.001379139973799066,0.6452010445339835,0.0034429846117685074,0.14314885397068425,0.0036813412259870584,0.1940261858181184,0.004482877955585129,5.0,0.0
test_unseen_size,fixed::cool_down_layout,5,0.5020521905632993,0.001379139973799066,0.6388658597027115,0.002529517634234252,0.13681366913941212,0.0022532480162108107,0.1927002551096833,0.002469507464837883,5.0,0.0
test_unseen_size,fixed::expand_and_explore,5,0.5020521905632993,0.001379139973799066,0.6514620655424148,0.002770732580939398,0.1494098749791156,0.0025937030967910944,0.17068085800642627,0.004857304177754004,5.0,0.0
test_unseen_size,fixed::expand_and_stabilize,5,0.5020521905632993,0.001379139973799066,0.6491981308775772,0.0007674972679382811,0.1471459403142779,0.001265730186960521,0.18919820231925155,0.0015954429622602544,5.0,0.0
test_unseen_size,fixed::large_decrease_cooling_rate,5,0.5020521905632993,0.001379139973799066,0.6402029611235618,0.0016604704478707189,0.13815077056026231,0.0022169680388864285,0.19416333059455643,0.002344202340095403,5.0,0.0
test_unseen_size,fixed::large_decrease_k,5,0.5020521905632993,0.001379139973799066,0.6338517048114085,0.003038668355160687,0.13179951424810923,0.003473477466296051,0.1869012493587586,0.0038673831582535976,5.0,0.0
test_unseen_size,fixed::large_decrease_temperature,5,0.5020521905632993,0.001379139973799066,0.6443589347001358,0.0022267437860324134,0.1423067441368366,0.0025457927928083995,0.1959403137689994,0.0027328178042669168,5.0,0.0
test_unseen_size,fixed::large_increase_cooling_rate,5,0.5020521905632993,0.001379139973799066,0.6223236149786419,0.0006883832527761112,0.12027142441534262,0.0015434618935875146,0.13793249186177908,0.003739543933183405,5.0,0.0
test_unseen_size,fixed::large_increase_k,5,0.5020521905632993,0.001379139973799066,0.6520501637318612,0.0021058500004507014,0.14999797316856203,0.0016886360943142531,0.17618447335085782,0.0020671738507393534,5.0,0.0
test_unseen_size,fixed::large_increase_temperature,5,0.5020521905632993,0.001379139973799066,0.6481700956806211,0.0016512303497096185,0.14611790511732176,0.0021899414391976517,0.17103240123795987,0.0037301684194201296,5.0,0.0
test_unseen_size,fixed::no_change,5,0.5020521905632993,0.001379139973799066,0.6484249484001176,0.0009706635601304506,0.14637275783681827,0.0016161161727820954,0.1913950922997074,0.003087039095984509,5.0,0.0
test_unseen_size,fixed::reheat_layout,5,0.5020521905632993,0.001379139973799066,0.6268057829972964,0.0008631099101583258,0.1247535924339972,0.000750636401263521,0.13494975290826416,0.004310027077818953,5.0,0.0
test_unseen_size,fixed::reset_cooling_rate_to_default,5,0.5020521905632993,0.001379139973799066,0.6484249484001176,0.0009706635601304506,0.14637275783681827,0.0016161161727820954,0.1913950922997074,0.003087039095984509,5.0,0.0
test_unseen_size,fixed::reset_k_to_default,5,0.5020521905632993,0.001379139973799066,0.6484249484001176,0.0009706635601304506,0.14637275783681827,0.0016161161727820954,0.1913950922997074,0.003087039095984509,5.0,0.0
test_unseen_size,fixed::reset_temperature_to_default,5,0.5020521905632993,0.001379139973799066,0.6390411657430815,0.0017162359563510964,0.13698897517978215,0.002232423233262512,0.15034701556138982,0.004184504325972614,5.0,0.0
test_unseen_size,fixed::small_decrease_cooling_rate,5,0.5020521905632993,0.001379139973799066,0.6449411080917711,0.002182657579620422,0.1428889175284719,0.001976558171294784,0.19259056926280524,0.002634078608982645,5.0,0.0
test_unseen_size,fixed::small_decrease_k,5,0.5020521905632993,0.001379139973799066,0.6461518724010179,0.002577387999733815,0.14409968183771854,0.0029734409720487,0.18904604905290393,0.0037257440095795364,5.0,0.0
test_unseen_size,fixed::small_decrease_temperature,5,0.5020521905632993,0.001379139973799066,0.6476978466935416,0.003291664200144881,0.14564565613024227,0.0032757837757289372,0.18948845889631244,0.003972835287267826,5.0,0.0
test_unseen_size,fixed::small_increase_cooling_rate,5,0.5020521905632993,0.001379139973799066,0.6463783739341662,0.0021291329759924216,0.1443261833708669,0.001773268761938388,0.1655977381696089,0.002521794369680849,5.0,0.0
test_unseen_size,fixed::small_increase_k,5,0.5020521905632993,0.001379139973799066,0.6497169602062964,0.0027858574964188345,0.14766476964299707,0.002317441146182234,0.18340592846717627,0.0026685613972380747,5.0,0.0
test_unseen_size,fixed::small_increase_temperature,5,0.5020521905632993,0.001379139973799066,0.6489335918712104,0.002420252525355762,0.14688140130791102,0.002831136746773453,0.1834405603733374,0.0039662634131554545,5.0,0.0
test_unseen_size,ppo,5,0.5020521905632993,0.001379139973799066,0.6614240114431436,0.0013825148057645007,0.15937182087984422,0.0014589689162851328,0.2110089853388713,0.001533997697362208,5.0,0.0
test_unseen_size,random,5,0.5020521905632993,0.001379139973799066,0.6451254165601901,0.002894540769507189,0.14307322599689087,0.0029204471661916334,0.18368338204591575,0.0024933246793047703,5.0,0.0
val,fixed::compress_and_stabilize,5,0.5104955805056772,0.0042956878702989235,0.6805860755377963,0.002822062912270189,0.17009049503211898,0.004730598984526679,0.22888531614121616,0.004961022662024728,5.0,0.0
